"","Trade.Name","City","Reviews","Number_of_Reviews"
"489","BIMBO BAKERIES USA","COHOES",0,0
"490","MEDINA HALAL MARKET THE","ALBANY",3.6,48
"491","SAZON DELI GROCERY","BRONX",5,2
"492","ACORN MARKETS","CANISTEO",2,10
"493","MET FOOD","BRONX",0,0
"494","MADISON GOURMET DELI","BROOKLYN",0,0
"495","CT SEAFOOD MART","NEW YORK",4.3,59
"496","RAWAN MINI MART","ROCHESTER",0,0
"497","SPEEDWAY #07864","KINGS PARK",0,0
"498","LAKE ROAD FOOD MART","HORSEHEADS",4.2,21
"499","FUSION DELI","UNIONDALE",4.5,24
"500","BACK HOME CRBBN FRT&VEG","BRONX",4,160
"501","MARSIEL SERVICES CENTER","BROOKLYN",0,0
"502","NELLYS DELI GROCERY","BRONX",3.7,6
"503","FOOD UNIVERSE MARKETPLA","BROOKLYN",0,0
"504","7 ELEVEN STORE #39691A","LONG BEACH",0,0
"505","STYERO CORP THE","EAST HAMPTON",0,0
"506","EARTH BASKET","BROOKLYN",3.7,37
"507","M & A MART","TROY",0,0
"508","EHR GROCERY","STATEN ISLAND",0,0
"509","KEY FOOD","BROOKLYN",0,0
"510","COUNTRY STORE 21","PHOENICIA",0,0
"511","WAVERLY DELI & GRILL","BROOKLYN",3.7,3
"512","ASZ DELI & GROCERY","BROOKLYN",4.5,43
"513","KUBUS POLISH AMERICAN D","MASPETH",0,0
"514","BG FRUIT MARKET","BRONX",0,0
"515","RUNWAY","BINGHAMTON",0,0
"516","VALERIO & SONS DELI GRO","BRONX",5,2
"517","JERUSALEM GLATT MEATS","BROOKLYN",4.6,34
"518","ALI GOURMET DELI","BRONX",5,2
"519","DOLLAR GENERAL 9229","WEST SENECA",4.4,115
"520","SAUGERTIES SNACK SHOP","SAUGERTIES",0,0
"521","PHILS MINI MARKET","BROOKLYN",0,0
"522","KDA MINI MART","BROOKLYN",0,0
"523","MOUNT VERNON ENERGY SER","MOUNT VERNON",0,0
"524","KING STAR NOSTRAND DELI","BROOKLYN",4,82
"525","PRICE CHOPPER 247","LAKE GEORGE",0,0
"526","PREZIOSO BROS BAKERY","BROOKLYN",4.9,9
"527","MORTON WILLIAMS","NEW YORK",0,0
"528","MADINA FOOD MARKET","BUFFALO",0,0
"529","CORONA BABIES STORE","CORONA",0,0
"530","MOON LIGHT BURMESE FOOD","UTICA",0,0
"531","LUCKY SUNSHINE GROCERY","BROOKLYN",0,0
"532","LENNIES","MASSENA",5,3
"533","7-ELEVEN STORE 34707A","NEW YORK",0,0
"534","RIDGE ORGANIC","BROOKLYN",4.6,16
"535","STATE STREET SUPERMARKE","SCHENECTADY",4.5,28
"536","RITE AID #10794","NORWICH",0,0
"537","HETU DISCOUNT MART","BROOKLYN",0,0
"538","C TOWN","BRONX",0,0
"539","384 LIBERTY","BROOKLYN",0,0
"540","ADEN DISCOUNT VARIETY S","BROOKLYN",4.5,6
"541","WINDSOR TERRACE FOOD CO","BROOKLYN",4.6,25
"542","SUNOCO MART","SAUGERTIES",2.1,7
"543","WARD WILLARD&SON","HEUVELTON",4.7,7
"544","KIRBYS CIDER MILL","ALBION",0,0
"545","DOLLAR GENERAL #13920","HOOSICK FALLS",0,0
"546","DAILYS CONVENIENCE","ROCHESTER",5,NA
"547","CASA ITALIANA","CANANDAIGUA",4.8,495
"548","BKJB AMERICAN WEST INDI","BROOKLYN",4.3,45
"549","I&A FOOD MARKET","BUFFALO",5,NA
"550","ROYAL GROCERY","SYRACUSE",0,0
"551","STAR LAKE GREAT AMERICA","STAR LAKE",4.2,93
"552","A&M PROSPECT DELI 1","BROOKLYN",4,18
"553","PINO GROCERY","CORONA",0,0
"554","RITE AID 10773","NEW HARTFORD",4,NA
"555","AL-MADINA VARIETY STORE","BUFFALO",4.1,13
"556","C TOWN","BRONX",0,0
"557","FOOD FARM GROUP","QUEENS VILLAGE",3.6,18
"558","FISHBUSTERS","BROOKLYN",0,0
"559","LITTLE GUYANA BAKE SHOP","RICHMOND HILL",4.1,67
"560","DNY NATURAL LAND","BROOKLYN",4.6,36
"561","SUBZI BAZAAR NY","NANUET",4.2,153
"562","QUICKWAY 19","DAVENPORT",0,0
"563","RIDGEWOOD MINI MARKET","BROOKLYN",0,0
"564","PREMIUM SWEETS USA","JAMAICA",3.7,474
"565","FRANKELS KOSHER MARKET","BROOKLYN",4.6,77
"566","MARTINS COUNTRY STORE","MOIRA",4.6,87
"567","NEW YORK MART","NEW YORK",0,0
"568","A PLUS MINI MARKET","BOONVILLE",0,0
"569","GRISTEDES 413","NEW YORK",3.6,78
"570","IL FORNARETTO","BROOKLYN",4.7,67
"571","COMMUNITY DELI FOOD MKT","BRONX",4.5,2
"572","SABS","SYRACUSE",0,0
"573","METRO MART","GARDEN CITY",3,2
"574","MEGA DREAM","JACKSON HEIGHTS",0,0
"575","STEWARTS SHOP 185","ALBANY",0,0
"576","BROTHER OU DISCOUNT STO","BROOKLYN",4.5,28
"577","NICE N EASY","POLAND",0,0
"578","TORINO BAKERY","NEWBURGH",4.4,116
"579","FEI TAI LANG","BROOKLYN",0,0
"580","APOLLO 2 DELI & GROCERY","NEW YORK",5,22
"581","FOOD FARM SUPERMARKET","ELMONT",3.8,30
"582","DARU SALAM","NEW YORK",4.7,68
"583","CVS/PHARMACY #4610","SCHENECTADY",0,0
"584","360 DELI","NEW YORK",4.5,13
"585","FOOD UNIVERSE MARKET PL","NEW YORK",3.3,44
"586","D & D DELI GROCERY","BRONX",5,6
"587","GINSENG 1168 & HERBS","ELMHURST",0,0
"588","EAE EATERY","MASPETH",4.6,176
"589","SEA&SEA FISH MARKET","NEW YORK",0,0
"590","MILK 'N HONEY FROZEN PR","BROOKLYN",4.3,NA
"591","7 ELEVEN STORE #36043A","MEDFORD",0,0
"592","INTERNATIONAL FARM","PORT CHESTER",4,3
"593","FISHPOND","MONROE",5,31
"594","E & M DELI MINI MART","BROOKLYN",4.4,94
"595","EVEREST ASIAN MARKET","SYRACUSE",5,NA
"596","JJP DELI GROCERY","BRONX",0,0
"597","MEDITERRANEAN TASTES","FLUSHING",4.4,37
"598","A&S PORK STORE","EAST ISLIP",4.7,41
"599","KINGS HIGHWAY BAKERY","BROOKLYN",4.5,32
"600","SUNOCO COPAKE","COPAKE",1.6,5
"601","GRACEFULLY","NEW YORK",0,0
"602","WESTERN BEEF 42","STATEN ISLAND",0,0
"603","A DOLLAR","BUFFALO",4.1,59
"604","MEAT PLACE THE","BROOKLYN",0,0
"605","CVS PHARMACY 05052","HYDE PARK",0,0
"606","HAPPY DELI","NEWBURGH",0,0
"607","GREENBAY MARKETPLACE","ASTORIA",4,185
"608","COLD SPRING GENERAL STO","COLD SPRING",4.3,41
"609","HEALTH NUTS","WESTBURY",4.9,15
"610","ROYAL ONE STOP SUPERMAR","BRONX",0,0
"611","WESTSIDE SUPERMARKET","NEW YORK",0,0
"612","ALAU DELI GROCERY","BRONX",0,0
"613","7-ELEVEN FD STR 32338C","AMITYVILLE",0,0
"614","CITGO MART","CHATHAM",0,0
"615","RICKY DELI GROCERY","BROOKLYN",0,0
"616","5 DE MAYO","CORONA",4.5,164
"617","ELENA DELI GROCERY","BRONX",4.6,5
"618","BRAVO AT 2301 DELI","NEW YORK",3.8,425
"619","MAHARAJA FARMERS MARKET","HICKSVILLE",4.1,682
"620","LEX DELI","ALBANY",3.7,9
"621","RIDGEWOOD MINI MARKET","BROOKLYN",0,0
"622","GABRIELS SUPER MARKET","SCOTIA",4.5,324
"623","GEORGE GROCERY STORE","BROOKLYN",0,0
"624","PETES MARKET","NARROWSBURG",4.3,114
"625","BIG BASKET DAIRY FARM","BALDWIN",0,0
"626","VARYETE STORE","BROOKLYN",0,0
"627","LA GUADALUPE GROCERY ST","NEW ROCHELLE",0,0
"628","LINCOLN GOURMET DELI","NEW YORK",4,23
"629","JUANITOS GROCERY","NEW YORK",4,13
"630","PEACH MARKET","CORONA",4.1,24
"631","LILI DELI GROCERY & MEA","BRONX",0,0
"632","MAR MINI MARKET","WHITE PLAINS",0,0
"633","MORRIS AVE DELI & GROCE","BRONX",0,0
"634","DUANE READE #14414","NEW YORK",0,0
"635","BLOOMFIELD BIG M","BLOOMFIELD",3.2,55
"636","FUNFAIR DELI","NEW YORK",4.5,2
"637","FIVE BROTHERS SEAFOOD M","BROOKLYN",0,0
"638","SAM FOOD V","NEW YORK",4.5,231
"639","SAMIAS MEDIT CUISINE","BROOKLYN",4.5,30
"640","7-ELEVEN FD STR 24817C","SPRING VALLEY",0,0
"641","LOS CATRACHOS DELI","BROOKLYN",0,0
"642","RAYA DELI & GROCERY","BROOKLYN",5,7
"643","7-ELEVEN FD STR 11144G","GARDEN CITY PARK",4,8
"644","GARDEN OF EDEN","NEW YORK",4.1,151
"645","CENTER FRESH","BROOKLYN",4.7,174
"646","B BROTHERS GROCERY","BUFFALO",0,0
"647","875 E TREMONT GRCY DELI","BRONX",4.4,138
"648","WATER FRONT ON THE GO","YONKERS",5,3
"649","WAL-MART SPRCNTR #2120","NORWICH",4,923
"650","HY TOBACCO","STATEN ISLAND",4.4,14
"651","EURO DELI AND MARKET","LATHAM",4.8,216
"652","GUADALUPANA BAKERY","BROOKLYN",4.6,114
"653","DOMINO","BROOKLYN",4.8,NA
"654","DOLLAR TREE #03699","NANUET",3.4,69
"655","MADELIM GROCERY","BROOKLYN",0,0
"656","ENDICOTT DELI & GROCERY","ENDICOTT",4.4,29
"657","DNY NATURAL LAND","BROOKLYN",4.6,36
"658","BARCLAYS GOURMET DELI","BROOKLYN",4.6,8
"659","SUSHIC EAST (SHOPRITE #","NISKAYUNA",4.2,NA
"660","KKISB","BROOKLYN",0,0
"661","LIBERTY GAS&CONVENIENCE","SYRACUSE",0,0
"662","MANHATTANVILLE DELI","NEW YORK",4.5,4
"663","BROADWAY FAMOUS DELI","NEW YORK",0,0
"664","LITTLE ITALY GOURMET","STATEN ISLAND",4.7,79
"665","DB MART","CORNWALL ON HUDSON",1.8,4
"666","579 AMERICAN GROCERY","BROOKLYN",0,0
"667","STAR DELI & GRILL","JAMAICA",3.7,6
"668","COLES MARKET","MONTROSE",4.5,50
"669","MARTINS COUNTRY STORE","MOIRA",4.6,87
"670","KINGS FINEST DELI  8/1/","BRONX",3.6,78
"671","MI VIEJA DELI GROCERY","NEW YORK",0,0
"672","NYC FRESH MARKET","BROOKLYN",3.6,433
"673","ANGELO MINI MARKET","ELMHURST",5,NA
"674","GARRISON GULF","GARRISON",4,22
"675","WANDA RP","BRONX",0,0
"676","SJ GROCERY CONVENIENCE","WOODSIDE",0,0
"677","AJ COMMUNITY STORE","CORONA",1,NA
"678","FAMILY DOLLAR #5364","BRONX",3.5,271
"679","BENTO SUSHI","SARATOGA SPRINGS",0,0
"680","LA ANTILLANA","BRONX",3.9,9
"681","COLUMBIA GOURMET DELI","NEW YORK",3.7,48
"682","YUMZE","FAR ROCKAWAY",4.4,119
"683","PROSPECT PARK SOUTH DEL","BROOKLYN",0,0
"684","MEATS SUPREME","BROOKLYN",0,0
"685","NOURI MEAT MARKET & GRO","BROOKLYN",4.9,26
"686","SUNOCO GAS STATION","GERMANTOWN",0,0
"687","94 STREET GROCERY","JACKSON HEIGHTS",0,0
"688","FINE FARE SUPERMARKET","NEW YORK",0,0
"689","V&M INTER DELI GROCERY","CORONA",0,0
"690","100 ST QUICK 24HR DELI","NEW YORK",0,0
"691","MANSOOR DELI & GROCERY","SAINT ALBANS",0,0
"692","FLATLANDS MINI MARKET","BROOKLYN",0,0
"693","CHOLULA GOURMET DELI 03","BRONX",4.6,18
"694","RUSS&DAUGHTERS","NEW YORK",0,0
"695","R & A DELI & GROCERY NY","BAY SHORE",4.2,47
"696","RANA DELI AND GROCERY","BROOKLYN",0,0
"697","STOP&SHOP 526","EAST NORTHPORT",0,0
"698","LAZARO GROCERY STORE","NEW YORK",5,3
"699","FOOD AND DELI BY NEIL","BROOKLYN",4.7,12
"700","DAGOSTINO 16","NEW YORK",0,0
"701","FOOD MART","CHATHAM",0,0
"702","NANDO DELI","RICHMOND HILL",4.4,759
"703","MARIANOS FRUIT MARKET","BRONX",3.7,6
"704","SWEET CANDY","NEW YORK",4.7,NA
"705","ALDI 23","OGDENSBURG",4.5,253
"706","SUPER ASSOCIATED","NEW YORK",0,0
"707","DANDY MINI MART 26","WELLSBURG",0,0
"708","BACK HOME CRBBN FRT&VEG","BRONX",4,160
"709","COOKIE FACTORY","BRONX",4.8,103
"710","URBAN PRODUCE","BROOKLYN",3,2
"711","TIAN YUAN VEGE","BROOKLYN",0,0
"712","KARAMA DELI&GROCERY","NEW YORK",0,0
"713","LAITH LITE DELI","BROOKLYN",4.3,52
"714","91 AVE FAMILY FOOD","WOODHAVEN",4.4,8
"715","DOLLAR TREE  #5345","BRONX",4.1,325
"716","STEWARTS SHOP 103","PORT HENRY",3.2,13
"717","BIG APPLE FRUIT&VGTBL","BROOKLYN",4.2,5
"718","WESTERN BEEF 14","ELMONT",3.9,386
"719","LA HEROICA MEAT MARKET","BROOKLYN",0,0
"720","WURTSBORO DELI & MART","WURTSBORO",4.5,8
"721","BUFFALO BURMESE STORE","BUFFALO",0,0
"722","TASTE OF RUSSIA","BROOKLYN",4.3,249
"723","PENNSYLVANIA DELI GRCY","BROOKLYN",0,0
"724","MOJALI DELI & GROCERY","BRONX",0,0
"725","APNA BAZAR CASH & CARRY","RICHMOND HILL",4,NA
"726","SEELY MARKET","BROOKLYN",4,4
"727","BORO PARK GROCERY","BROOKLYN",4,21
"728","DEALS #5551","BROOKLYN",0,0
"729","HOLLIS GROCERY & DELI F","SAINT ALBANS",0,0
"730","ANNIES STOP AND SHOP","ROCHESTER",4.6,18
"731","CHATEAUGAY FOOD MART","CHATEAUGAY",0,0
"732","GETTY MART","KINGSTON",4.2,6
"733","FAMILY COMMUNITY DELI &","NEW YORK",4.2,32
"734","A-PLUS SUNOCO","NEWBURGH",4.2,9
"735","GREEN PT FRUIT&DELI MKT","BROOKLYN",3.9,15
"736","STRATHMORE BAGELS","RONKONKOMA",4.1,357
"737","XTRA MART 1417","OLD CHATHAM",3.7,6
"738","WEGMANS 26","GENESEO",4.7,NA
"739","BIG LOTS #5262","GRANVILLE",0,0
"740","AFC SUSHI@WEGMANS 68","ROCHESTER",0,0
"741","453 HARLEM DELI","NEW YORK",0,0
"742","CAPTAIN COOKS SEAFOOD M","ONEONTA",5,3
"743","SATMAR MEAT MARKET","BROOKLYN",4.8,75
"744","CHESTNUT MART INC - 430","DOBBS FERRY",0,0
"745","FRATELLIS PORK&FINE FOO","CENTEREACH",4.7,39
"746","TOPS MARKETS #709","SARANAC LAKE",3.6,217
"747","ROLLING GROCER 19","HUDSON",5,3
"748","RICHY DELI GROCERY","BRONX",2.5,4
"749","KEY FOOD 600","BROOKLYN",3.7,301
"750","M&M SUPERETTE","STATEN ISLAND",4.4,15
"751","87TH STREET ORGANIC","BROOKLYN",0,0
"752","FREDARLET DELI GROCERY","BRONX",4.1,15
"753","CL SUPERMARKET","FLUSHING",0,0
"754","FINE FARE","BRONX",0,0
"755","M&C MINI MARKET","BROOKLYN",0,0
"756","JANNAT MEAT MART","JACKSON HEIGHTS",0,0
"757","CLIFFS LOCAL MARKET","DEWITT",0,0
"758","BARGAIN CENTER","BRONX",4,3
"759","EAGLE STREET EXPRESS I","UTICA",0,0
"760","ALANS DELI GROCERY","BRONX",4.6,5
"761","FOREVER FRUIT & VEGETAB","LONG ISLAND CITY",2.7,6
"762","GREAT NEWS (SCARSDALE)","SCARSDALE",0,0
"763","KIMS FRUIT&VEGETABLE 4","NEW YORK",3.7,12
"764","APPLE FOOD&GROCERY","ENDICOTT",4.5,15
"765","NEW KAM MAN","NEW YORK",4.2,440
"766","LA FAMOSA","TARRYTOWN",3.1,7
"767","MAHARAJA FARMERS MARKET","BELLEROSE",4.1,507
"768","H & H DELI","BROOKLYN",0,0
"769","PIEDRA PARTIDA DELI GRO","BRONX",0,0
"770","$ VALLEY","BELLEROSE",4.9,14
"771","MORTON WILLIAMS","NEW YORK",0,0
"772","WONG KWONG HOP TOFU","ELMHURST",4.4,36
"773","93 KATONAH FARMS","KATONAH",0,0
"774","FINE FARE SUPERMARKET","BRONX",0,0
"775","FIVE UNITED MARKET","BROOKLYN",1,NA
"776","SUPER CARNICERIA CORP","HUNTINGTON STATION",0,0
"777","KINGS BRIDGE MARKET","BRONX",4.5,60
"778","17 GOURMET DELI GRILL","BROOKLYN",0,0
"779","GROVERHILLS DELI","MINEVILLE",4,51
"780","PRICE CHOPPER 181","TROY",0,0
"781","BILLS FOOD MART","BUFFALO",4.6,11
"782","BROTHERS ITALIAN FD WRL","HOWARD BEACH",4.5,55
"783","FINESALER","MAMARONECK",0,0
"784","SMILEY NEWS","BROOKLYN",4.4,9
"785","FLUSHING HALAL MEAT MAR","FLUSHING",0,0
"786","AZAAN AND MOEEZ FOOD MA","SPRING VALLEY",0,0
"787","FILL YOUR BELLY DELI","STATEN ISLAND",4.1,15
"788","SPEEDWAY #07862","BAYPORT",0,0
"789","YONKERS FARM WHOLESALE","YONKERS",4,142
"790","BROADWAY FAMOUS DELI","NEW YORK",0,0
"791","7 ELEVEN STORE #35202A","HAMBURG",0,0
"792","SUNOCO","SALT POINT",4.3,10
"793","STOP&SHOP 552","EAST MEADOW",4,337
"794","DELI GROCERY RONYS","CORONA",0,0
"795","HI MANGO NATURAL MARKET","BROOKLYN",4.1,58
"796","EASY STOP GAS STATION","UTICA",4.5,2
"797","LANDAUS SUPERMARKET","BROOKLYN",4.4,182
"798","O AND V DELI GROCERY","BRONX",0,0
"799","ELDER MARKET","SCHENECTADY",3.8,4
"800","SUPERIOR PRODUCTS MKT","BRONX",0,0
"801","GOOD FOOD FORLESS","BROOKLYN",4.4,76
"802","7955 AE COMPANY","ELMHURST",2.5,2
"803","LUNA DELI","NEW YORK",4,13
"804","KISSENA BLVD DELI & GRO","FLUSHING",0,0
"805","RAWAN MINI MART","ROCHESTER",0,0
"806","NICKS SUPER STORE","ROCHESTER",3.9,35
"807","FOOD UNIVERSE","BROOKLYN",0,0
"808","MAKLAN","ROCHESTER",0,0
"809","YANKEE TWO DELI","NEW YORK",4.1,9
"810","NASSAU KOSHER MEATS","EAST MEADOW",4.8,13
"811","ALANTERI DELI","BROOKLYN",0,0
"812","SPEEDYS 103","HASTINGS",0,0
"813","RT 59 BEVERAGE DISCOUNT","W NYACK",3.1,11
"814","B&B FOOD MARKET","BROOKLYN",4.1,29
"815","CUSE MARKET","SYRACUSE",4,20
"816","WIN SEAFOOD MARKET","NEW YORK",4.1,425
"817","US SUPERMARKET","ELMHURST",3.9,879
"818","SAMS DELI","BRONX",4.3,30
"819","JUNCTION BLVD DELI AND","CORONA",0,0
"820","WAL-MART SUPERCNTR 1871","WATERTOWN",0,0
"821","MINI MART","SOUTH OZONE PARK",0,0
"822","FASTRAC MARKET 235","CAMDEN",0,0
"823","AL BARAKAH","JAMAICA",4.5,55
"824","FLORS DELI GROCERY","JACKSON HEIGHTS",0,0
"825","LME DELI & GROCERY","BRONX",5,2
"826","BODEGA BUILT","BRONX",1,3
"827","LA LUNA MINI DELI","NEW YORK",4.7,50
"828","RIVER BEND CANDY STORE","NEW YORK",0,0
"829","DI MARCOS BUTCHER SHOPP","RIDGEWOOD",5,61
"830","PAPA JOE","STATEN ISLAND",4.7,3
"831","TONY'S MARKET","BROOKLYN",4.7,26
"832","ISLAND THE","BUFFALO",0,0
"833","MI ESFUERZO GROCERY","NEW YORK",5,2
"834","RITE AID 7759","NEW YORK",3.6,29
"835","FDR FOOD MART","HYDE PARK",0,0
"836","SHOP FARE","BROOKLYN",0,0
"837","FAMILY FOOD MARKET","SYRACUSE",4.5,101
"838","GILL PETROLEUM MART","COLD SPRING",0,0
"839","NO 1 IN & OUT DELI GROC","NEW YORK",0,0
"840","ALASEEL DELI & GROCERY","STATEN ISLAND",3.7,18
"841","TAINO SUNRISE","NEW YORK",0,0
"842","QWIK STOP","BALDWIN",4.3,25
"843","CHERRYVALLEYMARKETPLACE","BROOKLYN",0,0
"844","ANN CLAIRS SALUMERIA","BRONX",4.6,229
"845","CVS #2719","OZONE PARK",2.7,74
"846","STOP 1","CORONA",4.7,21
"847","MOM & SON","FOREST HILLS",0,0
"848","KEY FOOD SUPERMARKET","NEW YORK",0,0
"849","ELAINY DELI GROCERY","BRONX",3.3,4
"850","MYRTLE GOURMET DELI","BROOKLYN",0,0
"851","MECCA MARKET","STATEN ISLAND",4.4,202
"852","CUSE MARKET","SYRACUSE",4,20
"853","MECCA MARKET","STATEN ISLAND",4.4,202
"854","FARMERS MARKET","MOUNT VERNON",4.5,72
"855","MIMI GROCERY","BROOKLYN",0,0
"856","SPEEDWAY #07696","ONEONTA",0,0
"857","TOP FISH","STATEN ISLAND",0,0
"858","EDMONDS MARKET","ROCHESTER",4.6,333
"859","COUSINS MEATS AND FISH","BRONX",0,0
"860","VILLA TAPIA GROCERY NY","BROOKLYN",4.4,8
"861","S&S FOOD MART","BUFFALO",0,0
"862","C TOWN","BRONX",0,0
"863","C TOWN SUPERMARKET","BRONX",0,0
"864","SJ GROCERY CONVENIENCE","WOODSIDE",0,0
"865","EASTERN FRUIT&VGTBLS","BROOKLYN",0,0
"866","HAMZA FOOD & HALAL MEAT","SHIRLEY",0,0
"867","NEW ASIAN FOOD MARKET","ALBANY",4.1,324
"868","HAHA FRESH","NEW YORK",3.4,5
"869","NEW SEVENDAYS GROCERIES","BROOKLYN",4.4,20
"870","80TH STREET DELI","BROOKLYN",0,0
"871","SPARKLING SUPERMARKET","FLUSHING",3.7,6
"872","AL YEMENI MARKET","RIDGEWOOD",4.5,47
"873","PRINCE MART INC","BINGHAMTON",4.3,33
"874","FISCHER BROS&LESLIE","NEW YORK",3.1,15
"875","FOOD UNIVERSE MARKETPLA","LONG ISLAND CITY",4.1,68
"876","WAL-MART SUPER CTR 2911","CENTRAL SQUARE",0,0
"877","TOWN GOURMET DELI","BROOKLYN",4.6,8
"878","BROAD ST SUPERMARKET","STATEN ISLAND",3.8,35
"879","CONCOURSE DELI GROCERY","BRONX",4.3,57
"880","228 MEAT & VEGETABLE","BRONX",0,0
"881","KC CORNER MARKET","TICONDEROGA",3.3,27
"882","LUCKY SIGNS MARKET","STATEN ISLAND",0,0
"883","EXPRESS DELI & MARKET","PATCHOGUE",4.3,6
"884","YOUSEF MOE FOOD","STATEN ISLAND",4,3
"885","ASH DELI & GROCERY","YONKERS",0,0
"886","GTB FUEL 2","BALLSTON LAKE",0,0
"887","KINGS CONEY BP","BROOKLYN",3,2
"888","GUNKS HOLDINGS - 361 BR","HAWTHORNE",0,0
"889","A-1 HALAL MEAT&GROCERY","BINGHAMTON",4.3,106
"890","FOOD TOWN","BRONX",0,0
"891","BJS WHOLESALE CLUB 176","BRONX",0,0
"892","FOOD EXPRESS","WOODSIDE",4.3,58
"893","STEWARTS SHOP 295","BALLSTON SPA",0,0
"894","EDEN FOOD MARKET","BROOKLYN",0,0
"895","UNION MARKET","BROOKLYN",0,0
"896","DKJJ DELI FOOD","BRONX",4,8
"897","DNY NATURAL LAND","BROOKLYN",4.6,36
"898","MI MEXICO MINI MARKET &","BRONX",4.1,7
"899","TAJUKEN DELI","BROOKLYN",0,0
"900","ALI KINGS DELI GRCY","BRONX",0,0
"901","122 MEAT MARKET","NEW YORK",0,0
"902","KIAN PETROLEUM","BROOKLYN",2.6,8
"903","DURNAN MINI MARKET","ROCHESTER",4.2,5
"904","XTRA MART 10149","LIVINGSTON",0,0
"905","BP ON THE RUN","NEW YORK",0,0
"906","NY WOW BAGELS","MASPETH",0,0
"907","RIVER STORE","TROY",0,0
"908","RITE AID #10752","OSWEGO",1,NA
"909","KRM SUPERMARKET","BROOKLYN",4.6,NA
"910","SKYFOODS MAIN","FLUSHING",4,834
"911","ROME DEAL","BROOKLYN",0,0
"912","THREE BROTHERS GROCERY","ROCHESTER",0,0
"913","STOP 1 DELI","NEW YORK",0,0
"914","MARTONI GOURMET","NORTHPORT",5,NA
"915","SOS CHEFS OF NEW YORK","NEW YORK",4.9,33
"916","SHERMAN GOURMET DELI","NEW YORK",0,0
"917","HIGHLINE DELI","NEW YORK",4,76
"918","SEA TOWN FISH&MEAT MKT","BROOKLYN",4.1,245
"919","MT HAVEN DELI GROCERY","BRONX",0,0
"920","MOISHAS KOSHER DSCT SMT","BROOKLYN",4.4,596
"921","MANNAN SUPERMARKET","OZONE PARK",3.9,287
"922","MAGIC MEAT MARKET","CENTRAL ISLIP",4.4,22
"923","3RD AVE","BROOKLYN",0,0
"924","A AND Y FAMILY","BROOKLYN",0,0
"925","TASHFEEN CONVENIENCE","MOUNT VERNON",0,0
"926","UMK BROOKLYN GROCERY","BROOKLYN",0,0
"927","ANDREWS DELIGHTS","BRONX",0,0
"928","CVS 03096","BRONX",3.8,67
"929","CLUB DELI GROCERY","NEW YORK",4.3,12
"930","MANNAN SUPERMARKET","OZONE PARK",3.9,287
"931","NYC FRESH MARKET","NEW YORK",3.6,433
"932","CM - 10 MERRITT BLVD","FISHKILL",0,0
"933","MINIERS","BIG FLATS",4.7,140
"934","MILLENNIUM CONVENIENCE","NEW YORK",0,0
"935","SUNSHINE GROCERY STORE,","ELMHURST",0,0
"936","22 EXPRESS DELI","MOUNT VERNON",0,0
"937","ABDUR SAMI DELI GRO&HAL","NEW YORK",0,0
"938","GUNKS HOLDINGS - 925 NE","YONKERS",0,0
"939","EL ESPECIAL DELI & GRIL","BROOKLYN",4.3,3
"940","ANGELICAS GROCERY","BROOKLYN",3.8,68
"941","20/20 SUPERMARKET","ARVERNE",4.2,NA
"942","MEXI-DELI","VALLEY STREAM",0,0
"943","BRADFORD FRIENDSHIP DEL","BROOKLYN",0,0
"944","FRESH TO GO DELI","BROOKLYN",4.4,18
"945","ROASTERY THE","SOUTHOLD",4.6,125
"946","LANDAUS","SOUTH FALLSBURG",4.7,291
"947","MET FOODS","NEW YORK",0,0
"948","SHOP SMART","ROCHESTER",5,3
"949","SARA FOOD MART","PORT CHESTER",4.3,10
"950","BANGAL GROCERY","BROOKLYN",0,0
"951","D & D DELI GROCERY","BRONX",5,6
"952","YOUR STYLE DELI","STATEN ISLAND",4.5,2
"953","REAL DEALS DOLLAR STORE","NORWICH",4.4,108
"954","2430 DELI & GROCERY","BRONX",4,8
"955","RED APPLE FD MRT M0059","BATH",0,0
"956","1336 ENTERPRISE","WAPPINGERS FALLS",4.2,141
"957","MAX DELI","BRONX",3.8,27
"958","NEPALI FD MKT & REST","ROCHESTER",0,0
"959","LANDISH II","BROOKLYN",0,0
"960","METRO FINEST DELI","BROOKLYN",4.3,22
"961","BARNES DELI FOOD","BRONX",4.3,65
"962","FINE FARE SUPERMARKET","BRONX",0,0
"963","GOLDEN STAR VILLAGE","SCARSDALE",4,114
"964","NICE DELI AND GROCERY","BROOKLYN",0,0
"965","DESTINY DELI GROCERY","BRONX",0,0
"966","J LINE 85TH DELI","WOODHAVEN",5,16
"967","PATRICK MURPHYS MARKET","NEW YORK",5,4
"968","FINE FARE SUPERMARKET","NEW YORK",0,0
"969","A1 GOURMET DELI","BRONX",4.2,5
"970","ANA DELI GROCERY","BRONX",0,0
"971","VINCENT FARMS 9","BROOKLYN",0,0
"972","CANTON SUPERMARKET","ROCHESTER",3.9,17
"973","SJ GROCERY CONVENIENCE","WOODSIDE",0,0
"974","KEY FOOD","LEVITTOWN",3.8,116
"975","HEALTHY MARKET","NEW YORK",4,40
"976","JB&SON","YONKERS",4.6,22
"977","TOPS XPRESS 227","EAST AMHERST",4,272
"978","YANKEE DELI","NEW YORK",0,0
"979","17K FOOD MART","MONTGOMERY",0,0
"980","BROOKSIDE FRM SPCLT PRD","BATH",0,0
"981","NS BETHEL FARM","FOREST HILLS",4.4,8
